,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
286,0.0,2018-06-10 02:24:23,1.0,0.0,0.0,CNN,RT @Vallmeister: Trudeau has SNAPPED and has zero chill for Trump: https://t.co/fTziErOjlC,87
287,0.4404,2018-06-10 02:24:23,0.873,0.0,0.127,CNN,"RT @cchukudebelu: He's actually referring to the Prime Minister of Canada, not Justin Beiber.

His vacuous Nigerian supporters will soon cr…",88
288,0.0,2018-06-10 02:24:23,1.0,0.0,0.0,CNN,RT @everett_earley: @CNN  https://t.co/jSO7qAzDgO,89
289,-0.296,2018-06-10 02:24:23,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,90
290,0.8591,2018-06-10 02:24:22,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",91
291,0.5859,2018-06-10 02:24:22,0.847,0.0,0.153,CNN,"RT @cnnbrk: Justify becomes the 13th thoroughbred to win the Triple Crown, finishing first at the Belmont Stakes. It's trainer Bob Baffert'…",92
292,0.0,2018-06-10 02:24:22,1.0,0.0,0.0,CNN,"RT @CMonteroOficial: #Venezuela es el país más peligroso en el mundo por segundo año consecutivo, según una encuesta de Gallup, cayendo por…",93
293,-0.296,2018-06-10 02:24:22,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,94
294,-0.296,2018-06-10 02:24:22,0.905,0.095,0.0,CNN,RT @cnni: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on s…,95
295,0.8591,2018-06-10 02:24:21,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",96
296,-0.5719,2018-06-10 02:24:20,0.85,0.15,0.0,CNN,RT @Austin_whan33: I hate how sensitive this country is becoming... here’s an idea. If you wanna model in a competition based on looks then…,97
297,0.0,2018-06-10 02:24:20,1.0,0.0,0.0,CNN,"RT @ShahinShahini9: زرتشت احمدی راغب:
نگرانی عفو بین‌الملل از #اعدام #رامین_حسین_پناهی حسین‌پناهی بعد از ماه رمضان
#SosRamin
#RaminHosseinP…",98
298,0.0,2018-06-10 02:24:19,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",99
299,0.6808,2018-06-10 02:24:19,0.804,0.0,0.196,CNN,"RT @ShaunKing: This teenager came to the United States as a little boy and was raised in Iowa. 

The United States deported him to a city i…",100
300,-0.4404,2018-06-10 02:24:49,0.818,0.182,0.0,FoxNews,RT @AllenLEllison: Democrats' IT scandal set to explode with possible plea deal https://t.co/uNWHl8FKKz #qanon,1
301,-0.5994,2018-06-10 02:24:49,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",2
302,0.6623,2018-06-10 02:24:49,0.816,0.0,0.184,FoxNews,"RT @FoxNews: Ahead of the North Korea summit, @VP Mike Pence said he assured Otto Warmbier's family that their son ""will not have died in v…",3
303,0.0,2018-06-10 02:24:49,1.0,0.0,0.0,FoxNews,@2Bcummings @blanks1957 @FoxNews @realDonaldTrump Apparently you do not!!!!! AND I WILL PROVE IT NOW! HOW MUCH OF T… https://t.co/ZHHuJviXmu,4
304,0.4678,2018-06-10 02:24:49,0.85,0.0,0.15,FoxNews,"RT @FoxNews: .@RealDeanCain on @POTUS' first 500 days in office: ""I think it's been pretty darn good, but you wouldn't know that from the t…",5
305,-0.4588,2018-06-10 02:24:48,0.864,0.136,0.0,FoxNews,"RT @MichaelTomes6: @realDonaldTrump @FoxNews
Retweet this as many times as possible.  PM Justin Trudeau disrespected our President at the G…",6
306,-0.5994,2018-06-10 02:24:48,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",7
307,-0.8807,2018-06-10 02:24:48,0.638,0.362,0.0,FoxNews,"RT @FoxNews: .@hogangidley45 on illegal immigrant crime statistics: ""The sad part is, these crimes are 100 percent preventable. All you hav…",8
308,0.0,2018-06-10 02:24:48,1.0,0.0,0.0,FoxNews,@FoxNews @realDonaldTrump @CNN @POTUS Can never post this enough https://t.co/Z259TjwQJW,9
309,0.4019,2018-06-10 02:24:47,0.769,0.0,0.231,FoxNews,RT @RealJamesWoods: I’m now convinced #NancyPelosi is a GOP plant... https://t.co/UaY2Kzc5Dc,10
310,-0.5106,2018-06-10 02:24:47,0.845,0.155,0.0,FoxNews,RT @FoxNews: South Carolina man fills in for his sick twin on school picture day: 'Nobody ever noticed' https://t.co/ceOhkYHYxs,11
311,0.0,2018-06-10 02:24:47,1.0,0.0,0.0,FoxNews,@KEverhard @FoxNews @hogangidley45 @JudgeJeanine @realDonaldTrump The other POTUS had conditions to be meet before… https://t.co/n8CypnE6xl,12
312,0.0,2018-06-10 02:24:46,1.0,0.0,0.0,FoxNews,"RT @NoToGlobalism1: @FoxNews @POTUS If the 2020 US Election was tomorrow, would you vote for Trump ?",13
313,0.8491,2018-06-10 02:24:46,0.66,0.0,0.34,FoxNews,RT @President1Trump: #BREAKING AWESOME NEWS: Poll: President @realDonaldTrump has 52% approval rating on the economy! #WINNING #MAGA https:…,14
314,-0.5457,2018-06-10 02:24:46,0.816,0.184,0.0,FoxNews,"RT @FoxNews: Chris Rock hits the Obama Netflix deal, says he doesn't want the former president thinking of a 'Rotten Tomatoes score' https:…",15
315,0.0,2018-06-10 02:24:46,1.0,0.0,0.0,FoxNews,"RT @FoxNews: ""If anybody can do it, [President @realDonaldTrump] can.""

On ""Justice,"" @JudgeJeanine hit the streets of New York to ask peop…",16
316,-0.7088,2018-06-10 02:24:46,0.753,0.247,0.0,FoxNews,RT @FoxNews: .@SteveHiltonx: Trump’s criticism of G-7 is ‘unprecedented’ scream the elite -- That’s the whole point of Trump! https://t.co/…,17
317,-0.7579,2018-06-10 02:24:45,0.667,0.333,0.0,FoxNews,"RT @FoxNews: Son of Farrah Fawcett, Ryan O'Neal charged with attempted murder, authorities say https://t.co/4XZWmjULRN",18
318,-0.8316,2018-06-10 02:24:45,0.698,0.302,0.0,FoxNews,RT @shortman5427: Ingraham: 'The People Took Their Power Back on Election Day &amp; the Establishment Is Mad as Hell' https://t.co/hWHieGpjJI,19
319,-0.5413,2018-06-10 02:24:45,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,20
320,-0.2075,2018-06-10 02:24:45,0.672,0.189,0.139,FoxNews,RT @dimasi70: @FoxNews @DarrellIssa @POTUS @realDonaldTrump @JudgeJeanine He’s broken quite a few alright https://t.co/MaBP4rfL1w,21
321,0.9201,2018-06-10 02:24:44,0.442,0.088,0.47,FoxNews,"RT @TheWisemanSaid2: @FoxNews @hogangidley45 @JudgeJeanine #foxnews Sadly you love propoganda - more than you love the truth.

We love our…",22
322,0.0,2018-06-10 02:24:44,1.0,0.0,0.0,FoxNews,@11msjg00 @FoxNews Try english,23
323,-0.5457,2018-06-10 02:24:44,0.816,0.184,0.0,FoxNews,"RT @FoxNews: Chris Rock hits the Obama Netflix deal, says he doesn't want the former president thinking of a 'Rotten Tomatoes score' https:…",24
324,-0.7088,2018-06-10 02:24:43,0.763,0.237,0.0,FoxNews,RT @skileyman21: Steve Hilton: Trump’s criticism of G-7 is ‘unprecedented’ scream the elite -- That’s the whole point of Trump! https://t.c…,25
325,0.7513,2018-06-10 02:24:43,0.27,0.0,0.73,FoxNews,@FoxNews @JohnPau81084341 WOW!!!,26
326,-0.5413,2018-06-10 02:24:43,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,27
327,0.0,2018-06-10 02:24:43,1.0,0.0,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell that to your f…",28
328,-0.4767,2018-06-10 02:24:43,0.866,0.134,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",29
329,-0.5994,2018-06-10 02:24:43,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",30
330,-0.5413,2018-06-10 02:24:42,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,31
331,0.7906,2018-06-10 02:24:42,0.731,0.0,0.269,FoxNews,"RT @FoxNews: Speaking Saturday about the upcoming North Korea summit at the Faith and Freedom Coalition “Road to Majority” Convention, @VP…",32
332,0.5709,2018-06-10 02:24:42,0.85,0.0,0.15,FoxNews,"RT @RealJamesWoods: When the #Left and their media errand boys can’t handle yet more winning by #Trump, they invariably start this nonsense…",33
333,-0.2057,2018-06-10 02:24:41,0.898,0.102,0.0,FoxNews,CNBC correspondent muses on Trump's mental health: 'He did not look well 2 me' https://t.co/zUwBXfx0Y6 #FoxNews Can… https://t.co/oqIZP81wq4,34
334,-0.2732,2018-06-10 02:24:41,0.792,0.208,0.0,FoxNews,@FoxNews This is a new low even for fuckin Fox,35
335,0.8779,2018-06-10 02:24:41,0.613,0.0,0.387,FoxNews,"RT @BOURRELL: John Bolton,You're a Perfect addition to @POTUS team. I always respected you
and your honest viewpoints on @FoxNews. I believ…",36
336,-0.765,2018-06-10 02:24:40,0.602,0.398,0.0,FoxNews,"@EpifanioJames @atxed1 @FoxNews When the common enemy was defeated, that alliance ended.",37
337,-0.4767,2018-06-10 02:24:40,0.866,0.134,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",38
338,0.0,2018-06-10 02:24:40,1.0,0.0,0.0,FoxNews,RT @LastWave2014: Muslim judge sworn in on Koran in New York https://t.co/Q8ltf6Msvx,39
339,0.0,2018-06-10 02:24:39,1.0,0.0,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell that to your f…",40
340,-0.9029,2018-06-10 02:24:39,0.604,0.396,0.0,FoxNews,"RT @APEntertainment: CANCER SPREADS: @FoxNews contributor Charles Krauthammer says he is dying due to an aggressive cancer, gives himself j…",41
341,0.8779,2018-06-10 02:24:39,0.613,0.0,0.387,FoxNews,"RT @BOURRELL: John Bolton,You're a Perfect addition to @POTUS team. I always respected you
and your honest viewpoints on @FoxNews. I believ…",42
342,-0.6901,2018-06-10 02:24:38,0.593,0.296,0.111,FoxNews,@FoxNews @hogangidley45 @JudgeJeanine This is a true statement. They hate @POTUS so bad they are grasping at anythi… https://t.co/Tp3o57wf9I,43
343,0.0,2018-06-10 02:24:38,1.0,0.0,0.0,FoxNews,What to know about racing horse Justify https://t.co/l0fD8BDHfr,44
344,-0.3612,2018-06-10 02:24:38,0.737,0.263,0.0,FoxNews,@FoxNews @DarrellIssa @POTUS @JudgeJeanine StateTV FauxNewsTool Ignorance #Zervos,45
345,0.0,2018-06-10 02:24:38,1.0,0.0,0.0,FoxNews,@FoxNews 😞,46
346,0.5766,2018-06-10 02:24:37,0.577,0.129,0.294,FoxNews,"@FoxNews 'brings us together to admire an uncommonly gifted horse' 

That made my dirty mind LOL",47
347,-0.2382,2018-06-10 02:24:36,0.782,0.218,0.0,FoxNews,"RT @brithume: This is harsh, but deserved.  https://t.co/dIYmUirFDf",48
348,-0.5413,2018-06-10 02:24:36,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,49
349,0.6249,2018-06-10 02:24:36,0.785,0.0,0.215,FoxNews,"@Warriormade3 @Pwenzel9907 @FoxNews @realDonaldTrump @JustinTrudeau @POTUS Great book, read it and you will be enli… https://t.co/DNDjihorPj",50
350,-0.5267,2018-06-10 02:24:36,0.793,0.207,0.0,FoxNews,RT @LadyKnightFury: When you can tell a #FakeNews Reporter just by their stupid question 😏https://t.co/d43htUORt8,51
351,-0.4939,2018-06-10 02:24:35,0.868,0.132,0.0,FoxNews,"RT @FoxNews: .@JudgeJeanine: ""@realDonaldTrump is bringing America back in front of our eyes and it's time for the unAmerican haters to get…",52
352,-0.5413,2018-06-10 02:24:34,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,53
353,0.0,2018-06-10 02:24:34,1.0,0.0,0.0,FoxNews,@nicksporcich @IanMCohen @SassBaller @lorrainztweetz @FoxNews @jake_snowflake Do you actually believe Trump is the… https://t.co/vIzTzW4MWq,54
354,-0.7003,2018-06-10 02:24:33,0.746,0.254,0.0,FoxNews,"RT @FoxNews: .@ChristopherHahn on Bill Maher's comments about @POTUS: ""I don't think it's gonna take a recession to defeat @realDonaldTrump…",55
355,-0.4939,2018-06-10 02:24:33,0.873,0.127,0.0,FoxNews,"RT @President1Trump: “President Donald Trump is bringing America back right in front of our eyes, and it’s time for the unAmerican haters t…",56
356,0.6369,2018-06-10 02:24:33,0.84,0.0,0.16,FoxNews,RT @kwilli1046: Matt #Gaetz: We love when Nancy Pelosi talks about the economy. Remember her crumbs reference.. Democrats were up 8pts on t…,57
357,-0.7345,2018-06-10 02:24:33,0.721,0.279,0.0,FoxNews,"RT @bakerjmw2018: Obama @BarackObama took lying to a new level? His entire Presidency was a lie. 

#Obamacare sucks.
#IranDeal Traitorous!…",58
358,0.0,2018-06-10 02:24:33,1.0,0.0,0.0,FoxNews,RT @HarrietBaldwin: #LockHimTheFuckUp. #TreasonousBastard  https://t.co/oijUW8xC9K,59
359,0.0,2018-06-10 02:24:32,1.0,0.0,0.0,FoxNews,"RT @gaye_gallops: YOU LIVE IN A HOLLYWOOD BUBBLE... TRUMP IS POPPING IT!
“...one way you get rid of Trump is a crashing economy. So please,…",60
360,-0.5413,2018-06-10 02:24:32,0.845,0.155,0.0,FoxNews,"RT @PatriotLexi: .@replouiegohmert: “Slams Russia probe spending‼️

Mueller has done more damage during his 12 years as FBI Director than..…",61
361,0.0,2018-06-10 02:24:32,1.0,0.0,0.0,FoxNews,@FoxNews @realDonaldTrump Can he get along with anyone ?,62
362,-0.34,2018-06-10 02:24:32,0.63,0.235,0.134,FoxNews,@nene_oo7i @FoxNews @RealDeanCain @POTUS @GregGutfeldShow You can pretty much tell who is the arrogant jerk face wh… https://t.co/LTPvB2CZen,63
363,-0.5994,2018-06-10 02:24:32,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",64
364,0.0,2018-06-10 02:24:32,1.0,0.0,0.0,FoxNews,@FoxNews @DarrellIssa @POTUS @realDonaldTrump @JudgeJeanine https://t.co/r7yoNdKV7m,65
365,-0.4588,2018-06-10 02:24:31,0.472,0.358,0.17,FoxNews,FBI details top internet scams https://t.co/IeFGKy7aIz #FoxNews,66
366,0.0,2018-06-10 02:24:31,1.0,0.0,0.0,FoxNews,"RT @Farberyanki: President @realDonaldTrump is on his way to Singapore for a historic meeting with North Korean leader Kim Jong Un 

Clinto…",67
367,-0.5413,2018-06-10 02:24:31,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,68
368,0.7906,2018-06-10 02:24:31,0.731,0.0,0.269,FoxNews,"RT @FoxNews: Speaking Saturday about the upcoming North Korea summit at the Faith and Freedom Coalition “Road to Majority” Convention, @VP…",69
369,-0.5413,2018-06-10 02:24:31,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,70
370,0.6369,2018-06-10 02:24:31,0.84,0.0,0.16,FoxNews,RT @kwilli1046: Matt #Gaetz: We love when Nancy Pelosi talks about the economy. Remember her crumbs reference.. Democrats were up 8pts on t…,71
371,0.0,2018-06-10 02:24:30,1.0,0.0,0.0,FoxNews,@FoxNews @JudgeJeanine @realDonaldTrump Traitors all of you,72
372,-0.4767,2018-06-10 02:24:30,0.244,0.756,0.0,FoxNews,@FoxNews Sad,73
373,-0.5574,2018-06-10 02:24:30,0.753,0.247,0.0,FoxNews,RT @FoxNews: Officials order new evacuations as Colorado wildfires rage on https://t.co/CHxtJP68Lp,74
374,-0.5994,2018-06-10 02:24:30,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",75
375,0.0,2018-06-10 02:24:30,1.0,0.0,0.0,FoxNews,@EpifanioJames @FoxNews @KellyannePolls @realDonaldTrump @WattersWorld Puerto Rico is a commonwealth dummy we are U… https://t.co/T4MCsWwwlz,76
376,-0.34,2018-06-10 02:24:30,0.714,0.176,0.11,FoxNews,"RT @FoxNews: .@realDonaldTrump slams Canadian PM as 'dishonest and weak,' pulls back on G-7 communique endorsement https://t.co/CyHjtR10cz",77
377,-0.5994,2018-06-10 02:24:29,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",78
378,0.3818,2018-06-10 02:24:29,0.86,0.0,0.14,FoxNews,"@OMGno2trump @FoxNews @GOP What about taking away our 10 essential health benefits, especially coverage for preexis… https://t.co/rDMQsJDxg6",79
379,-0.4767,2018-06-10 02:24:29,0.244,0.756,0.0,FoxNews,Sad. https://t.co/waEDhIjnDa,80
380,-0.296,2018-06-10 02:24:29,0.909,0.091,0.0,FoxNews,RT @RealJamesWoods: What a snake oil salesman this charlatan was. A real piece of work. No wonder he sealed every record there ever was of…,81
381,0.5709,2018-06-10 02:24:28,0.85,0.0,0.15,FoxNews,"RT @RealJamesWoods: When the #Left and their media errand boys can’t handle yet more winning by #Trump, they invariably start this nonsense…",82
382,0.4284,2018-06-10 02:24:28,0.726,0.083,0.191,FoxNews,"RT @DameYankee: @nightOwlbookLvr @RSCGOP @FoxNews Dr. K spoke his mind. Most seem to forget, a lot of us have ""ideas"" that fit like a forme…",83
383,0.0,2018-06-10 02:24:28,1.0,0.0,0.0,FoxNews,@FoxNews @ChristopherHahn @realDonaldTrump @JustinTrudeau @JudgeJeanine Just let that statement sink in for a few m… https://t.co/lp7ad6empv,84
384,0.0,2018-06-10 02:24:27,1.0,0.0,0.0,FoxNews,RT @RaymondArroyo: Can someone call in the Body Language Expert? https://t.co/JNCEUgvQnq,85
385,-0.5457,2018-06-10 02:24:27,0.816,0.184,0.0,FoxNews,"RT @FoxNews: Chris Rock hits the Obama Netflix deal, says he doesn't want the former president thinking of a 'Rotten Tomatoes score' https:…",86
386,0.0,2018-06-10 02:24:27,1.0,0.0,0.0,FoxNews,RT @FoxNews: Kim Jong Un and Donald Trump impersonators arrive in Singapore https://t.co/gQUxSLndMo,87
387,-0.5423,2018-06-10 02:24:26,0.757,0.243,0.0,FoxNews,@FoxNews @RepMattGaetz @WattersWorld Snowflakes...lol. Must suck living in a cave because your sky is falling. Midd… https://t.co/2HqRLv7Pbm,88
388,-0.5413,2018-06-10 02:24:26,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,89
389,-0.8172,2018-06-10 02:24:25,0.746,0.254,0.0,FoxNews,"RT @RealJack: RETWEET if you think Fake News CNN is the worst!

After a question, President Trump asked a reporter, “Who are you with out o…",90
390,0.1027,2018-06-10 02:24:25,0.78,0.103,0.117,FoxNews,"RT @DonaldJTrumpJr: Nancy Pelosi: ""Hip hip hooray, unemployment is down. What does that mean to me and my life?”

She actually said that. T…",91
391,-0.34,2018-06-10 02:24:25,0.714,0.176,0.11,FoxNews,"RT @FoxNews: .@realDonaldTrump slams Canadian PM as 'dishonest and weak,' pulls back on G-7 communique endorsement https://t.co/CyHjtR10cz",92
392,-0.7579,2018-06-10 02:24:24,0.667,0.333,0.0,FoxNews,"RT @FoxNews: Son of Farrah Fawcett, Ryan O'Neal charged with attempted murder, authorities say https://t.co/4XZWmjULRN",93
393,-0.3612,2018-06-10 02:24:24,0.772,0.143,0.085,FoxNews,"RT @PoliticalShort: CNN is a complete and utter joke. What a pathetic hack of a question. Trump was right to call this ""reporter"" out. 

ht…",94
394,0.6369,2018-06-10 02:24:23,0.714,0.0,0.286,FoxNews,"@TheMysticRuler @FoxNews @JudgeJeanine @realDonaldTrump yes I agree, nothing is more un American than this administ… https://t.co/d5bb0CJWuY",95
395,-0.5413,2018-06-10 02:24:23,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,96
396,-0.7579,2018-06-10 02:24:23,0.667,0.333,0.0,FoxNews,"RT @FoxNews: Son of Farrah Fawcett, Ryan O'Neal charged with attempted murder, authorities say https://t.co/4XZWmjULRN",97
397,0.5267,2018-06-10 02:24:23,0.825,0.0,0.175,FoxNews,"RT @FoxNews: Warriors coach Steve Kerr praises LeBron James, compares him to Michael Jordan, report says https://t.co/GFNhAcWjtl",98
398,0.5709,2018-06-10 02:24:23,0.85,0.0,0.15,FoxNews,"RT @RealJamesWoods: When the #Left and their media errand boys can’t handle yet more winning by #Trump, they invariably start this nonsense…",99
399,-0.5413,2018-06-10 02:24:22,0.857,0.143,0.0,FoxNews,RT @kwilli1046: Louie Gohmert: “Robert #Mueller has done more damage during his 12 years as #FBI director than… probably all the directors…,100
400,0.0,2018-06-10 02:24:52,1.0,0.0,0.0,nytimes,"RT @nytimes: Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the relationship is…",1
401,-0.2023,2018-06-10 02:24:52,0.924,0.076,0.0,nytimes,"RT @JustinWolfers: Average tariff rates charged by G-7 nations:
USA: 1.6%
EU: 1.6%
UK: 1.6%
Italy: 1.6%
Germany: 1.6%
France: 1.6%
Japan: 1…",2
402,-0.4019,2018-06-10 02:24:52,0.881,0.119,0.0,nytimes,"RT @nytimes: Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling Prime Minist…",3
403,-0.3182,2018-06-10 02:24:52,0.901,0.099,0.0,nytimes,RT @nytpolitics: President Trump has found himself isolated on the global stage for taking actions viewed by America’s closest allies as de…,4
404,0.0857,2018-06-10 02:24:51,0.758,0.114,0.128,nytimes,"RT @KumarRaoNYC: HUGE: Federal judge stays deportation of NYC father detained by ICE while delivering pizza. 

These outcomes don't happen…",5
405,0.0258,2018-06-10 02:24:51,0.8,0.098,0.102,nytimes,"RT @Tvvitterland: #SignsOfAGoodFather
Protects The Family’s Money
👇🏻
Trump Says No One Can Justify
The World’s Extreme Trade Deficits

🗞REA…",6
406,0.4404,2018-06-10 02:24:51,0.861,0.0,0.139,nytimes,RT @nytimesarts: A new book describes how marginalized people can “regain their humanity” by leaning into creative strangeness and rejectin…,7
407,0.0,2018-06-10 02:24:50,1.0,0.0,0.0,nytimes,"RT @nytimes: Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the relationship is…",8
408,0.0,2018-06-10 02:24:49,1.0,0.0,0.0,nytimes,... this BS from NYT https://t.co/CfiPqFsebT,9
409,0.5106,2018-06-10 02:24:49,0.732,0.0,0.268,nytimes,RT @SusanRSinger: Strong science = sound policy @HowardGobstein @SciPolGuy @KumarAGarg  https://t.co/TByJZUh5Wi,10
410,0.296,2018-06-10 02:24:49,0.909,0.0,0.091,nytimes,"RT @FiveRights: .@CNN @MSNBC @ABC @NBC @CBS @nytimes @washingtonpost
You have the same politics as Soros.
Soros admits he wants to impair A…",11
411,-0.765,2018-06-10 02:24:48,0.732,0.268,0.0,nytimes,"RT @jayrosen_nyu: The marginalization of science, the contempt for diplomats, the impatience with briefers, the refusal to prepare for meet…",12
412,-0.0516,2018-06-10 02:24:48,0.948,0.052,0.0,nytimes,"RT @shearm: The craziest G7 I have ever covered, capped off by @realDonaldTrump blowing up a deal that took two days of diplomacy. I just n…",13
413,0.7906,2018-06-10 02:24:48,0.632,0.0,0.368,nytimes,@BromanEddows @nytimes @peterbakernyt @shearm What peace? He hasn't achieved peace in our own backyard😮😎,14
414,0.296,2018-06-10 02:24:47,0.909,0.0,0.091,nytimes,"RT @FiveRights: .@CNN @MSNBC @ABC @NBC @CBS @nytimes @washingtonpost
You have the same politics as Soros.
Soros admits he wants to impair A…",15
415,0.0,2018-06-10 02:24:47,1.0,0.0,0.0,nytimes,THIS IS NOT NORMAL! https://t.co/x4Fh5EOUG5,16
416,-0.5574,2018-06-10 02:24:46,0.699,0.213,0.087,nytimes,RT @nytimes: Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re like the pig…,17
417,0.5574,2018-06-10 02:24:46,0.395,0.0,0.605,nytimes,@nytimes @newsRetweeter17 Oh Thank God.,18
418,0.5719,2018-06-10 02:24:46,0.861,0.0,0.139,nytimes,"RT @peterbakernyt: With a petulant tweetstorm from Air Force One, Trump all but blew up the G-7 nations that the United States has led for…",19
419,-0.0516,2018-06-10 02:24:45,0.948,0.052,0.0,nytimes,"RT @shearm: The craziest G7 I have ever covered, capped off by @realDonaldTrump blowing up a deal that took two days of diplomacy. I just n…",20
420,-0.2023,2018-06-10 02:24:45,0.787,0.125,0.088,nytimes,RT @NYGovCuomo: There’s compelling evidence that Pablo Villavicencio was improperly detained. He should be immediately released from ICE cu…,21
421,-0.9439,2018-06-10 02:24:44,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",22
422,0.0,2018-06-10 02:24:44,1.0,0.0,0.0,nytimes,"Trump’s Blasts Upend G-7, Alienating Oldest Allies https://t.co/210BINpHQ1   A man totally unsuited to world affairs - US in decline",23
423,0.0,2018-06-10 02:24:43,1.0,0.0,0.0,nytimes,@VictoriaPeckham The Line Between Male and Female Athletes: How to Decide? https://t.co/OcED0cYgPd,24
424,0.0,2018-06-10 02:24:43,1.0,0.0,0.0,nytimes,"RT @nytimes: A salmonella outbreak has been linked to melons sold at Trader Joe's, Costco, Walgreens and other stores in 8 states https://t…",25
425,-0.765,2018-06-10 02:24:43,0.732,0.268,0.0,nytimes,"RT @jayrosen_nyu: The marginalization of science, the contempt for diplomats, the impatience with briefers, the refusal to prepare for meet…",26
426,-0.4019,2018-06-10 02:24:41,0.881,0.119,0.0,nytimes,"RT @nytimes: Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling Prime Minist…",27
427,-0.4019,2018-06-10 02:24:41,0.881,0.119,0.0,nytimes,"RT @nytimes: Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling Prime Minist…",28
428,-0.0516,2018-06-10 02:24:40,0.948,0.052,0.0,nytimes,"RT @shearm: The craziest G7 I have ever covered, capped off by @realDonaldTrump blowing up a deal that took two days of diplomacy. I just n…",29
429,-0.9439,2018-06-10 02:24:40,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",30
